L 04/05/2017 - 00:03:40: SourceMod error session started
L 04/05/2017 - 00:03:40: Info (map "emp_streetsoffire") (file "errors_20170405.log")
L 04/05/2017 - 17:31:15: [SM] Blaming: adminmenu.smx()
L 04/05/2017 - 17:31:15: [SM] Call stack trace:
L 04/05/2017 - 17:31:15: [SM]   [0] TopMenu.Display
L 04/05/2017 - 17:31:15: [SM]   [1] Line 195, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\adminmenu.sp::Command_DisplayMenu()
L 04/05/2017 - 17:33:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:33:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:33:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:33:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:33:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:36:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:37:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:39:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:39:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:41:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:41:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:42:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:43:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:44:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:44:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:45:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:46:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:46:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:47:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:47:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:47:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:48:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:49:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:49:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:49:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:50:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:50:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:51:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:51:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:52:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:52:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:53:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:54:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:54:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:55:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:55:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:57:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:57:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:57:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:57:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:58:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:58:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:58:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 17:59:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:00:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:00:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:00:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:00:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:00:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:00:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:01:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:01:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:01:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:02:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:02:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:02:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:03:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:03:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:03:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:05:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:05:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:05:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:05:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:05:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:05:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:06:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:06:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:06:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:06:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:07:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:07:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:07:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:08:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:08:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:08:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:08:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:09:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:09:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:09:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:10:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:10:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:10:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:10:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:10:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:10:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:11:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:12:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:12:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:13:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:13:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:13:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:13:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:14:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:14:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:14:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:14:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:14:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:15:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:15:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:15:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:15:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:15:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:15:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:16:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:16:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:16:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:17:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:17:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:17:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:18:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:18:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:18:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:18:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:19:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:19:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:19:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:19:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:20:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:20:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:21:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:22:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:22:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:22:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:22:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:22:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:23:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:23:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:23:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:23:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:23:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:23:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:24:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:25:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:25:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:25:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:26:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:26:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:26:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:26:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:26:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:26:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:27:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:27:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:27:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:27:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:27:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:27:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:28:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:28:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:28:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:28:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:28:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:28:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:29:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:29:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:29:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:29:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:29:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:30:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:30:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:31:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:31:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:33:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:33:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:33:57: [SM] Exception reported: Invalid timer handle 11e40244 (error 1)
L 04/05/2017 - 18:33:57: [SM] Blaming: umc-emp-mapvote.smx()
L 04/05/2017 - 18:33:57: [SM] Call stack trace:
L 04/05/2017 - 18:33:57: [SM]   [0] KillTimer
L 04/05/2017 - 18:33:57: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/05/2017 - 18:33:57: [SM]   [3] Call_Finish
L 04/05/2017 - 18:33:57: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/05/2017 - 18:33:57: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/05/2017 - 18:33:57: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/05/2017 - 18:33:57: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/05/2017 - 18:33:57: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/05/2017 - 18:33:57: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/05/2017 - 18:33:57: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/05/2017 - 18:34:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:02: Error log file session closed.
L 04/05/2017 - 18:34:02: SourceMod error session started
L 04/05/2017 - 18:34:02: Info (map "emp_flat_fix") (file "errors_20170405.log")
L 04/05/2017 - 18:34:02: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/05/2017 - 18:34:02: [SM] Error (line 0, column 0): Stream failed to open
L 04/05/2017 - 18:34:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:02: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 18:34:02: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/05/2017 - 18:34:02: [SM] Exception reported: An error occurred while connecting to the database.
L 04/05/2017 - 18:34:02: [SM] Blaming: maprate.smx()
L 04/05/2017 - 18:34:02: [SM] Call stack trace:
L 04/05/2017 - 18:34:02: [SM]   [0] SetFailState
L 04/05/2017 - 18:34:02: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/05/2017 - 18:34:02: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 18:34:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:34:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:35:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:36:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:41:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:43:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:43:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:44:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:46:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:48:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:49:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:49:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:49:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:54:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:55:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:55:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:55:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:56:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:57:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 18:57:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:00:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:02:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:02:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:03:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:03:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:05:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:05:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:05:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:05:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:05:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:06:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:06:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:06:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:07:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:07:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:07:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:08:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:08:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:09:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:09:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:10:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:10:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:11:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:11:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:11:40: [SM] Blaming: adminmenu.smx()
L 04/05/2017 - 19:11:40: [SM] Call stack trace:
L 04/05/2017 - 19:11:40: [SM]   [0] TopMenu.Display
L 04/05/2017 - 19:11:40: [SM]   [1] Line 195, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\adminmenu.sp::Command_DisplayMenu()
L 04/05/2017 - 19:11:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:12:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:12:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:12:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:13:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:13:15: [SM] Blaming: playercommands.smx()
L 04/05/2017 - 19:13:15: [SM] Call stack trace:
L 04/05/2017 - 19:13:15: [SM]   [0] ForcePlayerSuicide
L 04/05/2017 - 19:13:15: [SM]   [1] Line 37, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\playercommands/slay.sp::PerformSlay()
L 04/05/2017 - 19:13:15: [SM]   [2] Line 147, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\playercommands/slay.sp::Command_Slay()
L 04/05/2017 - 19:13:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:13:39: [SM] Blaming: playercommands.smx()
L 04/05/2017 - 19:13:39: [SM] Call stack trace:
L 04/05/2017 - 19:13:39: [SM]   [0] SlapPlayer
L 04/05/2017 - 19:13:39: [SM]   [1] Line 39, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\playercommands/slap.sp::PerformSlap()
L 04/05/2017 - 19:13:39: [SM]   [2] Line 205, D:\builds\build-sourcemod-msvc12\windows-1.8\build\plugins\playercommands/slap.sp::Command_Slap()
L 04/05/2017 - 19:13:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:13:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:14:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:15:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:16:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:17:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:17:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:17:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:17:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:17:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:18:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:18:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:19:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:19:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:19:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:19:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:10: [SM] Exception reported: Invalid timer handle 1a400231 (error 1)
L 04/05/2017 - 19:20:10: [SM] Blaming: umc-emp-mapvote.smx()
L 04/05/2017 - 19:20:10: [SM] Call stack trace:
L 04/05/2017 - 19:20:10: [SM]   [0] KillTimer
L 04/05/2017 - 19:20:10: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/05/2017 - 19:20:10: [SM]   [3] Call_Finish
L 04/05/2017 - 19:20:10: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/05/2017 - 19:20:10: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/05/2017 - 19:20:10: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/05/2017 - 19:20:10: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/05/2017 - 19:20:10: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/05/2017 - 19:20:10: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/05/2017 - 19:20:10: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/05/2017 - 19:20:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:15: Error log file session closed.
L 04/05/2017 - 19:20:15: SourceMod error session started
L 04/05/2017 - 19:20:15: Info (map "emp_beachfront_b2") (file "errors_20170405.log")
L 04/05/2017 - 19:20:15: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/05/2017 - 19:20:15: [SM] Error (line 0, column 0): Stream failed to open
L 04/05/2017 - 19:20:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:15: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 19:20:15: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/05/2017 - 19:20:15: [SM] Exception reported: An error occurred while connecting to the database.
L 04/05/2017 - 19:20:15: [SM] Blaming: maprate.smx()
L 04/05/2017 - 19:20:15: [SM] Call stack trace:
L 04/05/2017 - 19:20:15: [SM]   [0] SetFailState
L 04/05/2017 - 19:20:15: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/05/2017 - 19:20:15: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 19:20:18: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:20:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:21:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:21:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:26:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:26:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:27:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:27:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:28:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:28:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:28:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:29:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:30:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:30:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:30:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:30:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:30:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:30:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:31:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:31:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:31:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:31:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:31:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 19:32:05: [SM] Exception reported: Plugin not runnable
